fish,event,set,troughIn,troughOut,gearDepth,gearType,fl,circ,hookLoc,clip,dna,gill,scaleBook,scaleNumber,pitLeader,pitID,floy,acoustic,acousticType,injury,scaleLoss,finDam,E1,E2,vor,tailGrab,bodyFlex,vent,ori,comment
CK820,CT2021_239,239,1420,1425,12,spoon,79,49,corner,Y,21_372,1424,8070,5-Jan,989.001041,28998,335,6957,V13P,1,1,1,8,8.4,0,0,0,0,0,RECAPTURED (see file)
CK821,CT2021_239,239,1425,1429,26,flasher,69,38,eye,Y,21_373,NA,8070,10-Jun,989.001041,28957,NA,NA,NA,3,1,1,0.8,0.9,0,0,0,0,0,
CK822,CT2021_239,239,1429,1434,18,flasher,78,51,lower jaw,N,21_371,1425,8070,15-Nov,989.001041,28925,336,6958,V13P,2,1,1,9.8,8.8,0,0,0,0,0,RECAPTURED (see file)
CK823,CT2021_239,239,1435,1440,18,flasher,83,52,corner,N,21_374,1426,8070,16-20,989.001041,28954,337,6959,V13P,1,1,1,11.4,9,0,0,0,0,0,
CK824,CT2021_240,240,1458,1503,18,flasher,75,44,lower jaw,Y,21_375,1427,8070,21-25,989.001041,28949,338,6960,V13P,2,1,0,5.1,4.1,0,0,0,0,0,RECAPTURED (see file)
CK825,CT2021_240,240,1510,1515,12,spoon,79,47,snout,N,21_376,1428,8070,26-30,989.001041,29006,339,6961,V13P,2,1,1,8.5,8.6,0,0,0,0,0,RECAPTURED (see file)
CK826,CT2021_241,241,1521,1526,12,flasher,71,45,snout,Y,21_377,1429,8070,31-35,989.001041,28916,340,6962,V13P,1,0,0,4,4.2,0,0,0,0,0,
CK827,CT2021_242,242,635,638,16,flasher,68,37,lower jaw,Y,21_381,NA,8070,36-40,989.001041,29001,NA,NA,NA,3,0,0,3.7,3.9,0,0,0,0,0,
CK828,CT2021_245,245,815,817,14,spoon,60,32,lower jaw,Y,21_382,NA,8070,41-45,989.001041,28999,NA,NA,NA,1,0,0,2.8,3.3,0,0,0,0,0,
CK829,CT2021_245,245,817,819,18,flasher,56,31,lower jaw,Y,21_383,NA,8070,46-50,989.001041,28992,NA,NA,NA,0,0,0,2.6,2.4,0,0,0,0,0,
CK830,CT2021_247,247,850,856,18,flasher,70,41,corner,N,21_384,1430,8071,5-Jan,989.001041,28993,322,60756,V13,3,1,1,7.2,7.4,1,0,0,0,1,very pink gills; possibly immediate mort
CK831,CT2021_247,247,856,859,8,flasher,58,34,corner,N,21_385,NA,8071,10-Jun,989.001041,28991,NA,NA,NA,2,1,1,1.7,1.9,0,0,0,0,0,
CK832,CT2021_247,247,900,902,16,flasher,58,35,corner,Y,21_386,NA,8071,15-Nov,989.001041,28913,NA,NA,NA,0,0,0,2,1.9,0,0,0,0,0,
CK833,CT2021_247,247,905,907,16,flasher,61,32,corner,Y,21_387,NA,8071,16-20,989.001041,28947,NA,NA,NA,0,0,0,0.6,0.6,0,0,0,0,0,
CK834,CT2021_247,247,908,912,8,flasher,71,42,lower jaw,Y,21_388,1431,8071,21-25,989.001041,28950,323,60757,V13,0,0,1,2.7,3,0,0,0,0,0,
CK835,CT2021_247,247,912,915,14,spoon,63,35,eye,Y,21_389,NA,8071,26-30,989.001041,28929,NA,NA,NA,3,0,0,0.8,0.9,0,0,0,0,0,
CK836,CT2021_248,248,917,920,14,spoon,52,29,eye,N,21_390,NA,8071,31-35,989.001041,28975,NA,NA,NA,3,0,0,0.7,0.7,0,0,0,0,0,
CK837,CT2021_248,248,941,943,18,flasher,55,33,lower jaw,N,21_391,NA,8071,36-40,989.001041,28908,NA,NA,NA,0,0,0,8.2,7.8,0,0,0,0,0,
CK838,CT2021_248,248,943,946,14,spoon,60,34,corner,N,21_392,NA,8071,41-45,989.001041,28964,NA,NA,NA,0,0,0,1.2,1.7,0,0,0,0,0,
CK839,CT2021_249,249,1004,1006,8,flasher,58,31,corner,N,21_393,NA,8071,46-50,989.001041,28934,NA,NA,NA,0,0,1,0.8,0.9,0,0,0,0,0,
CK840,CT2021_251,251,1106,1108,18,flasher,53,29,corner,Y,21_394,NA,8072,5-Jan,989.001041,28965,NA,NA,NA,0,0,0,1.2,1,0,0,0,0,0,
CK841,CT2021_252,252,1120,1123,18,flasher,56,30,corner,Y,21_395,NA,8072,10-Jun,989.001041,28951,NA,NA,NA,0,0,0,1.1,1,0,0,0,0,0,
CK842,CT2021_252,252,1144,1147,10,flasher,53,31,corner,N,21_396,NA,8072,15-Nov,989.001041,28945,NA,NA,NA,0,0,0,2.8,3,0,0,0,0,0,
CK843,CT2021_253,253,1149,1152,14,spoon,59,32,corner,N,21_397,NA,8072,16-20,989.001041,28971,NA,NA,NA,0,1,0,3.6,4.1,0,0,0,0,0,
CK844,CT2021_253,253,1153,1158,18,flasher,67,40,lower jaw,N,21_398,1432,8072,21-25,989.001041,28988,324,60758,V13,0,1,1,2.9,2.7,0,0,0,0,0,RECAPTURED (see file)
CK845,CT2021_255,255,1309,1312,18,flasher,54,29,corner,Y,21_399,NA,8072,26-30,989.001041,28973,NA,NA,NA,0,0,0,1.6,1.6,0,0,0,0,0,
CK846,CT2021_257,257,1348,1351,14,spoon,59,34,lower jaw,Y,21_400,NA,8072,31-35,989.001041,28960,NA,NA,NA,1,1,0,1.1,1.2,0,0,0,0,0,
CK847,CT2021_rec1,rec1,719,725,24,flasher,72,43,corner,N,21_401,1433,8075,5-Jan,989.001041,28941,325,60759,V13,0,1,1,8.8,8.7,0,0,0,0,0,RECAPTURED (see file)
CK848,CT2021_rec2,rec2,1222,1224,21,flasher,47,25,corner,Y,21_402,NA,8075,10-Jun,989.001041,29004,NA,NA,NA,0,0,0,1.4,1.8,0,0,0,0,0,
CK849,CT2021_rec3,rec3,1416,1419,28,flasher,51,27,corner,N,21_403,NA,8075,15-Nov,989.001041,28978,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,
CK850,CT2021_rec4,rec4,903,908,28,spoon,74,46,corner,N,21_404,1434,8075,16-20,989.001041,28942,341,6963,V13P,0,2,1,8.2,7.6,0,0,0,0,0,
CK851,CT2021_rec5,rec5,928,930,28,spoon,67,38,corner,Y,21_405,NA,8075,21-25,989.001041,28944,NA,NA,NA,2,2,2,5,4.6,0,0,0,0,0,
CK852,CT2021_rec6,rec6,955,1000,29,spoon,67,42,corner,N,21_406,1435,8075,26-30,989.001041,28921,326,60760,V13,0,1,1,7.9,6.5,0,0,0,0,0,
CK853,CT2021_rec7,rec7,1110,1116,28,spoon,69,43,corner,N,21_407,1436,8075,31-35,989.001041,28933,342,6964,V13P,0,2,1,11.4,11,0,0,0,0,0,
CK854,CT2021_rec8,rec8,1316,1319,30,spoon,65,39,eye,N,21_408,NA,8075,36-40,989.001041,28931,NA,NA,NA,3,2,2,6.4,5.6,0,0,0,0,0,
CK855,CT2021_rec8,rec8,1319,1322,30,spoon,58,33,snout,N,21_409,NA,8075,41-45,989.001041,28979,NA,NA,NA,0,0,1,1.4,1.6,0,0,0,0,0,
CK856,CT2021_rec9,rec9,1337,1342,30,spoon,68,41,lower jaw,N,21_411,1437,8075,46-50,989.001041,28987,327,60761,V13,0,0,1,4.3,4.2,0,0,0,0,0,accidentally skipped DNA number; RECAPTURED (see file)
CK857,CT2021_rec10,rec10,1352,1354,30,spoon,64,36,corner,Y,21_412,NA,8073,5-Jan,989.001041,28961,NA,NA,NA,0,1,1,4.1,4.6,0,0,0,0,0,
CK858,CT2021_rec11,rec11,1401,1404,28,spoon,61,38,eye,N,21_413,NA,8073,10-Jun,989.001041,28928,NA,NA,NA,3,1,1,5.4,7.9,0,0,0,0,0,
CK859,CT2021_rec12,rec12,1412,1405,28,spoon,63,36,corner,Y,21_414,NA,8073,15-Nov,989.001041,28966,NA,NA,NA,0,0,1,3.4,3.7,0,0,0,0,0,
CK860,CT2022_002,2,909,911,18,flasher,61,33,corner,Y,22_001,NA,8074,5-Jan,989.001041,28909,NA,NA,NA,0,1,1,1.4,0.9,0,0,0,0,0,
CK861,CT2022_002,2,919,921,20,flasher,62,36,corner,Y,22_002,NA,8074,10-Jun,989.001041,28919,NA,NA,NA,0,0,0,0.8,0.9,0,0,0,0,0,
CK862,CT2022_002,2,923,927,18,spoon,70,37,corner,Y,22_003,NA,8074,15-Nov,989.001041,28937,354,13525,V13P_redeploy,1,0,0,1,1.3,0,0,0,0,0,"damaged operculum, well healed"
CK863,CT2022_002,2,929,931,20,flasher,61,35,corner,N,22_004,NA,8074,16-20,989.001041,28972,NA,NA,NA,0,0,0,1.3,0.9,0,0,0,0,0,
CK864,CT2022_003,3,933,935,16,flasher,56,34,corner,Y,22_005,NA,8074,21-25,989.001041,28920,NA,NA,NA,0,0,0,0.6,0.5,0,0,0,0,0,
CK865,CT2022_003,3,939,942,20,flasher,60,32,snout,Y,22_006,NA,8074,26-30,989.001041,28997,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,
CK866,CT2022_003,3,944,946,20,flasher,65,34,lower jaw,Y,22_007,NA,8074,31-35,989.001041,28977,NA,NA,NA,3,0,1,0.9,0.9,0,0,0,0,0,predator wound on left side
CK867,CT2022_003,3,948,951,18,spoon,67,39,corner,Y,22_008,NA,8074,36-40,989.001041,28990,355,13516,V13P,0,0,1,4.3,4.2,0,0,0,0,0,
CK868,CT2022_004,4,1004,1006,20,flasher,60,34,lower jaw,Y,22_009,NA,8074,41-45,989.001041,28994,NA,NA,NA,2,0,0,1,1.1,0,0,0,0,0,
CK869,CT2022_004,4,1007,1009,18,spoon,63,34,lower jaw,Y,22_010,NA,8074,46-50,989.001041,28910,NA,NA,NA,0,0,1,1,1.8,0,0,0,0,0,
CK870,CT2022_004,4,1011,1013,18,spoon,60,35,corner,Y,22_011,NA,8074,5-Jan,989.001041,29000,NA,NA,NA,0,1,0,0.9,0.8,0,0,0,0,0,
CK871,CT2022_004,4,1013,1016,20,flasher,62,36,corner,Y,22_012,NA,8076,10-Jun,989.001041,28970,NA,NA,NA,0,0,0,2.2,1.6,0,0,0,0,0,
CK872,CT2022_004,4,1020,1023,20,flasher,67,37,corner,Y,22_013,NA,8076,15-Nov,989.001041,29005,344,6966,V13P,0,0,0,2.5,2.2,0,0,0,0,0,
CK873,CT2022_004,4,1025,1027,16,spoon,60,34,corner,Y,22_014,NA,8076,16-20,989.001041,28981,NA,NA,NA,3,0,0,1.2,0.8,0,0,0,0,0,
CK874,CT2022_004,4,1028,1030,20,flasher,68,40,corner,Y,22_015,NA,8076,21-25,989.001041,28956,357,12889,V13P_redeploy,0,0,0,4.2,4.6,0,0,0,0,0,
CK875,CT2022_006,6,1103,1106,20,flasher,70,38,corner,Y,NA,NA,NA,NA,989.001041,28958,345,60762,V13,0,0,0,1.5,2,0,0,0,0,0,"same DNA and scale numbers as CK874, presumed to be missing but check with detections data to confirm"
CK876,CT2022_006,6,1009,1111,20,flasher,68,36,corner,N,22_016,NA,8079,26-30,989.001041,28923,NA,NA,NA,2,0,0,0.9,2.8,0,0,0,0,0,
CK877,CT2022_007,7,1131,1134,24,flasher,63,37,corner,Y,22_017,NA,8079,31-35,989.001041,28952,NA,NA,NA,1,0,0,2.7,3.2,0,0,0,0,0,
CK878,CT2022_007,7,1141,1144,24,flasher,70,41,lower jaw,N,22_018,NA,8079,36-40,989.001041,28930,349,60766,V13,0,0,0,1.8,1.7,0,0,0,0,0,RECAPTURED (see file)
CK879,CT2022_007,7,1158,1201,24,flasher,62,37,snout,Y,22_019,NA,8079,41-45,989.001041,28948,NA,NA,NA,3,0,0,1.7,1.2,0,0,0,0,0,
CK880,CT2022_009,9,1237,1240,20,flasher,66,37,lower jaw,Y,22_020,NA,8079,46-50,989.001041,28984,NA,NA,NA,0,0,0,2,2.2,0,0,0,0,0,
CK881,CT2022_009,9,1256,1259,22,spoon,66,36,lower jaw,N,22_021,NA,8079,5-Jan,989.001041,28946,NA,NA,NA,0,0,0,4.2,3.2,0,0,0,0,0,
CK882,CT2022_010,10,1307,1310,24,flasher,66,38,corner,Y,22_022,NA,8079,10-Jun,989.001041,28974,NA,NA,NA,0,0,0,2.1,4.1,0,0,0,0,0,
CK883,CT2022_010,10,1315,1317,24,flasher,64,37,lower jaw,N,22_023,NA,8079,15-Nov,989.001041,28976,NA,NA,NA,3,0,1,1.3,1.3,0,0,0,0,0,
CK884,CT2022_011,11,1330,1334,24,flasher,64,36,corner,Y,22_024,NA,8079,16-20,989.001041,28943,NA,NA,NA,3,0,0,0.8,1,0,0,0,0,0,
CK885,CT2022_011,11,1336,1340,24,flasher,67,38,corner,Y,22_025,NA,8079,21-25,989.001041,28995,356,12897,V13P_redeploy,0,1,1,3.1,3.6,0,0,0,0,0,
CK886,CT2022_011,11,1353,1359,24,flasher,69,38,corner,N,22_026,NA,8079,26-30,989.001041,28982,343,6965,V13P,0,0,2,2.3,2.2,0,0,0,0,0,
CK887,CT2022_012,12,1403,1405,24,flasher,62,35,snout,Y,22_027,NA,8079,31-35,989.001041,28914,NA,NA,NA,2,0,1,1.1,1.5,0,0,0,0,0,
CK888,CT2022_012,12,1411,1415,24,flasher,70,38,corner,N,22_028,NA,8079,36-40,989.001041,28996,347,60764,V13,0,0,2,1.9,1,0,0,0,0,0,RECAPTURED (see file)
CK889,CT2022_013,13,1429,1431,24,flasher,60,32,corner,Y,22_029,NA,8079,41-45,989.001041,28963,NA,NA,NA,1,0,0,1,0.5,0,0,0,0,0,
CK890,CT2022_013,13,1439,1442,16,spoon,66,38,corner,Y,22_030,NA,8079,46-50,989.001041,28936,NA,NA,NA,0,1,1,1.7,1.1,0,0,0,0,0,
CK891,CT2022_013,13,1449,1454,18,spoon,73,40,corner,Y,22_031,NA,8077,5-Jan,989.001041,28939,348,60765,V13,1,0,1,1.1,1.2,0,0,0,0,0,
CK892,CT2022_014,14,1523,1526,20,flasher,66,33,corner,N,22_032,NA,8077,10-Jun,989.001041,28968,NA,NA,NA,0,1,0,1,0.9,0,0,0,0,0,
CK893,CT2022_015,15,1540,1543,18,spoon,64,35,snout,N,22_033,NA,8077,15-Nov,989.001041,28980,NA,NA,NA,0,0,0,0.4,0.4,0,0,0,0,0,
CK894,CT2022_015,15,1603,1605,18,spoon,65,36,eye,N,22_034,NA,8077,16-20,989.001041,28926,NA,NA,NA,2,0,0,3.1,2.5,0,0,0,0,0,
CK895,CT2022_017,17,934,936,24,spoon,61,33,corner,Y,22_035,NA,8081,5-Jan,989.001041,28935,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,
CK896,CT2022_017,17,945,948,26,flasher,65,37,eye,Y,22_036,NA,8081,10-Jun,NA,NA,NA,NA,NA,3,0,2,0.9,1.1,1,1,1,1,1,landed dead
CK897,CT2022_017,17,954,956,28,flasher,61,34,lower jaw,N,22_037,NA,8081,15-Nov,989.001041,28918,NA,NA,NA,2,0,0,0.5,0.6,0,0,0,0,0,
CK898,CT2022_017,17,1001,1003,20,flasher,60,33,corner,Y,22_038,NA,8081,16-20,989.001041,29002,NA,NA,NA,0,0,1,1,1.3,0,0,0,0,0,
CK899,CT2022_018,18,1020,1024,24,flasher,74,41,corner,Y,22_039,NA,8081,21-25,989.001041,28915,361,6974,V13P,0,2,1,2.3,3.3,0,0,0,0,0,RECAPTURED (see file)
CK900,CT2022_019,19,1035,1037,12,spoon,67,35,lower jaw,Y,22_040,NA,8081,26-30,989.001041,28922,NA,NA,NA,0,2,1,0.6,0.8,0,0,0,0,0,
CK901,CT2022_019,19,1040,1043,16,flasher,63,36,corner,Y,22_041,NA,8081,31-35,989.001041,28985,NA,NA,NA,0,0,0,0.7,1,0,0,0,0,0,
CK902,CT2022_019,19,1048,1050,28,flasher,62,35,corner,Y,22_042,NA,8081,36-40,989.001041,28989,NA,NA,NA,0,0,0,2.3,3.7,0,0,0,0,0,
CK903,CT2022_019,19,1055,1058,28,flasher,62,38,corner,N,22_043,NA,8081,41-45,989.001041,28955,NA,NA,NA,0,2,2,0.4,0.6,0,0,0,0,0,
CK904,CT2022_020,20,1105,1107,16,spoon,65,38,corner,Y,22_044,NA,8081,46-50,989.001041,28938,NA,NA,NA,2,0,0,1.6,2,0,0,0,0,0,
CK905,CT2022_020,20,1115,1119,28,flasher,70,39,corner,N,22_045,NA,8078,5-Jan,989.001041,28917,362,6970,V13P,2,2,0,3.7,4.4,0,0,0,0,0,
CK906,CT2022_021,21,1140,1143,28,flasher,64,36,corner,N,22_046,NA,8078,10-Jun,989.001041,28962,NA,NA,NA,2,0,0,2.4,2.7,0,0,0,0,0,
CK907,CT2022_021,21,1154,1158,16,spoon,69,38,corner,Y,22_047,NA,8078,15-Nov,989.001041,28907,360,6958,V13P,2,0,0,1.1,1.1,0,0,0,0,0,missing part of operculum
CK908,CT2022_021,21,1159,1201,18,spoon,66,39,corner,Y,22_048,NA,8078,16-20,989.001041,28986,NA,NA,NA,0,0,1,2.4,2.5,0,0,0,0,0,
CK909,CT2022_022,22,1238,1241,20,spoon,63,35,corner,N,22_049,NA,8078,21-25,989.001041,28940,NA,NA,NA,0,0,0,2,2.4,0,0,0,0,0,
CK910,CT2022_031,31,740,742,24,flasher,60,32,lower jaw,N,22_061,NA,8080,5-Jan,989.001041,28912,NA,NA,NA,0,0,0,1,0.9,0,0,0,0,0,
CK911,CT2022_032,32,807,810,20,spoon,59,32,corner,N,22_062,NA,8080,10-Jun,989.001041,28932,NA,NA,NA,0,0,0,0.6,0.9,0,0,0,0,0,
CK912,CT2022_033,33,824,826,24,flasher,56,30,lower jaw,N,22_063,NA,8080,15-Nov,989.001041,28911,NA,NA,NA,2,1,0,0.3,0.3,0,0,0,0,0,parasites
CK913,CT2022_034,34,854,857,24,flasher,70,42,corner,Y,22_064,NA,8080,16-20,989.001041,28924,367,6972,V13P,0,0,1,8.2,8.6,0,0,0,0,0,
CK914,CT2022_034,34,859,903,18,spoon,71,43,eye,Y,22_065,NA,8080,21-25,989.001041,28969,359,12894,V13P_redeploy,3,1,1,8.7,9.1,0,0,0,0,0,RECAPTURED (see file)
CK915,CT2022_034,34,914,916,24,flasher,59,33,snout,Y,22_066,NA,8080,26-30,989.001041,29048,NA,NA,NA,0,0,0,0.8,0.7,0,0,0,0,0,
CK916,CT2022_035,35,938,942,20,spoon,65,37,corner,N,22_067,NA,8080,31-35,989.001041,29103,350,60767,V13,1,1,0,2.3,2.4,0,0,0,0,0,
CK917,CT2022_035,35,944,947,14,spoon,58,32,corner,N,22_068,NA,8080,36-40,989.001041,29072,NA,NA,NA,1,0,1,0.9,1.2,0,0,0,0,0,
CK918,CT2022_037,37,1031,1034,20,spoon,63,35,snout,N,22_069,NA,8080,41-45,989.001041,29068,NA,NA,NA,0,0,0,0.8,0.9,0,0,0,0,0,
CK919,CT2022_038,38,1047,1051,20,spoon,73,44,corner,N,22_070,NA,8080,46-50,989.001041,29031,363,6967,V13P,2,1,0,12.7,13.1,0,0,0,0,0,blood
CK920,CT2022_038,38,1052,1056,16,flasher,72,42,corner,N,22_071,NA,8082,5-Jan,989.001041,29029,364,6969,V13P,0,2,1,3,4.7,0,0,0,0,0,
CK921,CT2022_038,38,1103,1105,24,flasher,62,33,corner,N,22_072,NA,8082,10-Jun,989.001041,29018,NA,NA,NA,2,0,0,2.3,3.3,0,0,0,0,0,
CK922,CT2022_039,39,1142,1145,20,spoon,58,33,corner,N,22_073,NA,8082,15-Nov,989.001041,29009,NA,NA,NA,2,0,0,1.1,1,0,0,0,0,0,
CK923,CT2022_040,40,1206,1209,24,flasher,55,30,corner,N,22_074,NA,8082,16-20,989.001041,29064,NA,NA,NA,0,0,0,1.6,1.7,0,0,0,0,0,
CK924,CT2022_041,41,1231,1235,20,spoon,71,38,lower jaw,N,22_075,NA,8082,21-25,989.001041,29030,358,6961,V13P_redeploy,2,2,0,NA,NA,0,0,0,0,0,RECAPTURED (see file)
CK925,CT2022_041,41,1237,1237,16,flasher,66,36,eye,N,22_076,NA,8082,26-30,989.001041,NA,NA,NA,NA,3,0,0,1.1,2.1,0,0,0,0,0,no PIT due to injuries
CK926,CT2022_042,42,1312,1312,16,flasher,57,32,corner,N,22_077,NA,8082,36-40,989.001041,29089,NA,NA,NA,0,0,0,1.2,0.7,0,0,0,0,0,skipped scale book row by mistake
CK927,CT2022_043,43,1324,1324,24,flasher,71,42,lower jaw,Y,22_078,NA,8082,41-45,989.001041,29015,393,60770,V13,1,0,2,3,3.9,0,0,0,0,0,
CK928,CT2022_043,43,1336,1336,20,spoon,63,37,lower jaw,Y,22_079,NA,8082,46-50,989.001041,29028,NA,NA,NA,2,0,0,3.8,4.1,0,0,0,0,0,
CK929,CT2022_044,44,1406,1406,20,spoon,65,37,corner,Y,22_080,NA,8083,5-Jan,989.001041,29084,NA,NA,NA,0,0,0,2.1,2.7,0,0,0,0,0,
CK930,CT2022_047,47,1529,1529,20,spoon,63,55,corner,Y,22_081,NA,8083,10-Jun,989.001041,29014,NA,NA,NA,1,1,1,1.4,1.7,0,0,0,0,0,
CK931,CT2022_050,50,908,912,22,spoon,62,35,corner,Y,22_082,NA,8083,15-Nov,989.001041,29091,NA,NA,NA,0,0,0,1.6,1.4,0,0,0,0,0,
CK932,CT2022_051,51,928,930,14,spoon,65,39,corner,N,22_083,NA,8083,16-20,989.001041,29088,NA,NA,NA,2,1,1,1.8,2.1,0,0,0,0,0,
CK933,CT2022_051,51,947,949,14,spoon,61,35,lower jaw,N,22_084,NA,8083,21-25,989.001041,29051,NA,NA,NA,1,0,0,1,0.9,0,0,0,0,0,
CK934,CT2022_052,52,957,959,18,flasher,64,36,lower jaw,N,22_085,NA,8083,26-30,989.001041,29022,NA,NA,NA,1,0,0,3.8,4.1,0,0,0,0,0,
CK935,CT2022_052,52,1003,1006,18,flasher,76,41,corner,N,22_086,1438,8083,31-35,989.001041,29083,371,6971,V13P,1,0,1,2.1,3.2,0,0,0,0,0,
CK936,CT2022_052,52,1007,1010,14,spoon,63,33,corner,N,22_087,NA,8083,36-40,989.001041,29104,NA,NA,NA,0,0,0,0.6,0.8,0,0,0,0,0,
CK937,CT2022_052,52,1010,1013,26,flasher,61,35,corner,N,22_088,NA,8083,41-45,NA,NA,NA,NA,NA,0,0,0,0.9,0.9,0,1,0,0,1,seemed stunned in trough but swam away rapidly
CK938,CT2022_052,52,1017,1021,22,spoon,60,35,corner,N,22_089,NA,8083,46-50,989.001041,29053,NA,NA,NA,0,0,2,1.1,1.7,0,0,0,0,0,
CK939,CT2022_053,53,1034,1037,14,spoon,62,35,lower jaw,Y,22_090,NA,1022057,5-Jan,989.001041,29013,NA,NA,NA,0,0,0,2.1,2.6,0,0,0,0,0,
CK940,CT2022_053,53,1049,1051,14,spoon,68,39,corner,N,22_091,NA,1022057,10-Jun,989.001041,29011,NA,NA,NA,2,0,0,1.3,2.1,0,0,0,0,0,blood
CK941,CT2022_054,54,1108,1109,26,flasher,61,35,corner,Y,22_092,NA,1022057,15-Nov,989.001041,29059,NA,NA,NA,0,1,0,1.4,1.5,0,0,0,0,0,
CK942,CT2022_054,54,1113,1116,12,flasher,69,40,eye,Y,22_093,NA,1022057,16-20,989.001041,29077,NA,NA,NA,3,0,0,3.6,5.4,0,0,0,0,0,blood
CK943,CT2022_055,55,1141,1145,26,flasher,73,45,corner,Y,22_094,1439,1022057,21-25,989.001041,29093,366,13508,V13P_redeploy,0,1,0,9.3,12.8,0,0,0,0,0,RECAPTURED 
CK944,CT2022_056,56,1210,1212,22,spoon,67,37,corner,N,22_095,NA,1022057,26-30,989.001041,29034,NA,NA,NA,0,0,0,2.1,3.1,0,0,0,0,0,
CK945,CT2022_056,56,1215,1218,26,flasher,69,38,snout,Y,22_096,1440,1022057,31-35,989.001041,29046,368,6973,V13P,1,1,1,2.5,2,0,0,0,0,0,
CK946,CT2022_056,56,1223,1225,26,flasher,59,34,corner,N,22_097,NA,1022057,36-40,989.001041,29020,NA,NA,NA,2,1,1,0.9,0.7,0,0,0,0,0,
CK947,CT2022_058,58,1258,1302,26,flasher,72,39,corner,N,22_098,1441,1022057,41-45,989.001041,29076,372,60758,V13_redeploy,1,1,1,4.1,4.8,0,0,0,0,0,
CK948,CT2022_058,58,1316,1318,26,flasher,70,38,corner,Y,22_099,NA,1022057,46-50,NA,NA,NA,NA,NA,0,0,0,4.7,5.8,1,1,1,1,1,landed dead
CK949,CT2022_058,58,1325,1327,26,flasher,61,37,eye,N,22_100,NA,1022060,5-Jan,989.001041,29037,NA,NA,NA,3,1,0,1.7,1.7,0,0,0,0,0,
CK950,CT2022_059,59,1332,1335,26,flasher,65,38,lower jaw,N,22_101,NA,1022060,10-Jun,989.001041,29075,NA,NA,NA,1,0,0,1.9,2.4,0,0,0,0,0,
CK951,CT2022_060,60,1413,1416,22,flasher,83,47,corner,Y,22_102,1442,1022060,15-Nov,989.001041,29043,365,6968,V13P,1,2,0,3.3,3.8,0,0,0,0,0,
CK952,CT2022_060,60,1417,1420,18,flasher,68,38,eye,Y,22_103,NA,1022060,16-20,989.001041,29017,NA,NA,NA,3,1,0,4.2,3.6,0,0,0,0,0,
CK953,CT2022_061,61,1432,1434,26,flasher,63,34,corner,N,22_104,NA,1022060,21-25,NA,NA,NA,NA,NA,3,2,0,0.6,0.6,0,0,0,0,0,blood
CK954,CT2022_062,62,622,626,18,flasher,68,38,corner,Y,22_105,NA,1022060,26-30,989.001041,29074,NA,NA,NA,0,0,0,2.2,2,0,0,0,0,0,
CK955,CT2022_062,62,644,648,18,flasher,63,36,corner,N,22_106,NA,1022060,31-35,989.001041,29082,NA,NA,NA,0,1,1,0.5,0.7,0,0,0,0,0,
CK956,CT2022_064,64,746,752,18,flasher,69,40,corner,N,22_107,1443,1022060,36-40,989.001041,29025,352,60769,V13,0,0,0,3.9,4.1,0,0,0,0,0,RECAPTURED (see file)
CK957,CT2022_064,64,753,759,18,flasher,77,46,corner,N,22_108,1444,1022060,41-45,989.001041,29027,351,60768,V13,0,0,1,2.6,2.8,0,0,0,0,0,RECAPTURED (see file)
CK958,CT2022_067,67,914,917,18,flasher,74,43,corner,Y,22_109,1445,1022060,46-50,989.001041,29080,346,60763,V13,0,2,1,5,5,0,0,0,0,0,RECAPTURED (see file)
CK959,CT2022_068,68,949,954,8,spoon,73,41,lower jaw,N,22_110,1446,8084,5-Jan,989.001041,29024,374,60771,V13,2,2,2,2.4,2.1,0,0,0,0,0,
CK960,CT2022_070,70,1043,1047,18,flasher,83,45,snout,Y,22_111,1447,8084,10-Jun,989.001041,29033,378,60775,V13,0,1,2,1.9,2.5,0,0,0,0,0,
CK961,CT2022_070,70,1052,1056,18,flasher,70,40,corner,Y,22_112,1448,8084,15-Nov,989.001041,29062,379,60776,V13,0,0,1,4.6,4.5,0,0,0,0,0,
CK962,CT2022_070,70,1058,1101,14,flasher,63,35,corner,N,22_113,NA,8084,16-20,989.001041,29105,NA,NA,NA,3,0,0,0.5,0.7,0,0,0,0,0,predator wound on right side
CK963,CT2022_071,71,1113,1116,18,flasher,63,35,corner,Y,22_114,NA,8084,21-25,989.001041,29057,NA,NA,NA,0,0,1,0.4,0.4,0,0,0,0,0,
CK964,CT2022_071,71,1116,1118,10,spoon,61,34,corner,N,22_115,NA,8084,26-30,989.001041,29090,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,
CK965,CT2022_072,72,1134,1138,14,flasher,73,43,corner,Y,22_116,1449,8084,31-35,989.001041,29038,377,60774,V13,3,1,1,2.5,3.5,0,0,0,0,0,pit bleed; RECAPTURED (see file)
CK966,CT2022_074,74,1231,1234,18,flasher,65,38,lower jaw,Y,22_117,NA,8084,36-40,989.001041,29078,NA,NA,NA,0,0,0,1.7,1.6,0,0,0,0,0,
CK967,CT2022_074,74,1242,1245,18,flasher,63,35,corner,N,22_118,NA,8084,41-45,989.001041,29100,NA,NA,NA,0,0,1,1.9,2.9,0,0,0,0,0,
